,zipcode,Avg Adj Gross Income,%Elderly,%Single,%Joint,%HeadofH,avgDep
1,1001,58.48675496688742,0.2980132450331126,0.5618101545253863,0.32450331125827814,0.09602649006622517,0.4205298013245033
2,1002,89.6903462749213,0.323189926547744,0.5435466946484785,0.3641133263378804,0.07555089192025184,0.42917103882476393
3,1005,59.252916666666664,0.275,0.49583333333333335,0.4,0.09166666666666666,0.5166666666666667
4,1007,74.13538663171691,0.27916120576671033,0.4692005242463958,0.436435124508519,0.07863695937090433,0.5255570117955439
5,1008,65.71384615384615,0.3230769230769231,0.46153846153846156,0.46153846153846156,0.06153846153846154,0.4153846153846154
6,1010,78.22020725388602,0.29533678756476683,0.46632124352331605,0.43523316062176165,0.07253886010362694,0.48704663212435234
7,1011,55.769354838709674,0.2903225806451613,0.5,0.4032258064516129,0.08064516129032258,0.3870967741935484
8,1012,67.00571428571429,0.34285714285714286,0.5428571428571428,0.4,0.05714285714285714,0.34285714285714286
9,1013,41.17404295051354,0.20821661998132587,0.5322128851540616,0.25396825396825395,0.19701213818860877,0.5620915032679739
10,1020,48.76375,0.2769736842105263,0.5407894736842105,0.30394736842105263,0.1401315789473684,0.45526315789473687
11,1022,45.26086956521739,0.43478260869565216,0.6434782608695652,0.24347826086956523,0.08695652173913043,0.2608695652173913
12,1026,57.85490196078431,0.35294117647058826,0.5294117647058824,0.39215686274509803,0.0392156862745098,0.39215686274509803
13,1027,61.60804480651731,0.29633401221995925,0.5529531568228105,0.34521384928716903,0.07637474541751528,0.3564154786150713
14,1028,93.1199040767386,0.3117505995203837,0.473621103117506,0.43285371702637887,0.07793764988009592,0.5431654676258992
15,1030,65.06342668863262,0.2932454695222405,0.48599670510708404,0.41186161449752884,0.09060955518945635,0.4975288303130148
16,1031,48.06111111111111,0.25925925925925924,0.5,0.35185185185185186,0.14814814814814814,0.5740740740740741
17,1032,55.621428571428574,0.35714285714285715,0.5,0.42857142857142855,0.0,0.35714285714285715
18,1033,68.74908536585366,0.29573170731707316,0.4817073170731707,0.4268292682926829,0.07926829268292683,0.4420731707317073
19,1034,71.01826923076923,0.3173076923076923,0.47115384615384615,0.4423076923076923,0.057692307692307696,0.4230769230769231
20,1035,74.06581818181819,0.3527272727272727,0.5527272727272727,0.36727272727272725,0.06181818181818182,0.3709090909090909
21,1036,85.76691729323308,0.35714285714285715,0.47368421052631576,0.45112781954887216,0.06015037593984962,0.4473684210526316
22,1038,75.82330827067669,0.39849624060150374,0.5338345864661654,0.39097744360902253,0.06015037593984962,0.3533834586466165
23,1039,78.18831168831169,0.37662337662337664,0.5324675324675324,0.37662337662337664,0.07792207792207792,0.35064935064935066
24,1040,44.187992831541216,0.2054958183990442,0.5394265232974911,0.21983273596176822,0.2270011947431302,0.5925925925925926
25,1050,59.17637795275591,0.29133858267716534,0.4881889763779528,0.4094488188976378,0.08661417322834646,0.4566929133858268
26,1053,72.51521739130435,0.42391304347826086,0.5434782608695652,0.34782608695652173,0.07608695652173914,0.358695652173913
27,1054,102.78020833333333,0.4166666666666667,0.4895833333333333,0.4583333333333333,0.052083333333333336,0.40625
28,1056,61.96764705882353,0.29886148007590135,0.5113851992409867,0.38045540796963945,0.09867172675521822,0.4411764705882353
29,1057,66.38154205607476,0.2967289719626168,0.48598130841121495,0.40186915887850466,0.08644859813084112,0.4392523364485981
30,1060,76.17102425876011,0.2803234501347709,0.6563342318059299,0.2574123989218329,0.0673854447439353,0.28975741239892183
31,1062,83.75286738351255,0.35125448028673834,0.4910394265232975,0.3906810035842294,0.1003584229390681,0.46774193548387094
